Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
From the Flames,Memoriam,spotify:track:5JTv4wEgiXw6vL6OR3WJKm,0.525,0.602,6,-15.015,1,0.0466,0.00247,0.572,0.104,0.146,80.057,339493,4,46.31089,12
One,The Ungrateful,spotify:track:4G6iRMsb2qXrl8RAfBowYY,0.358,0.818,6,-4.204,1,0.0329,0.000287,0.18,0.094,0.534,98.168,419253,3,39.10745,19
Rock Love,Lando Chill,spotify:track:3ocOgX1dkSg5XDulLzJPc5,0.349,0.876,9,-4.317,0,0.324,0.19,0.0019,0.232,0.553,185.777,208727,3,79.08966,7
Cheap Thrills,Freedom Dub,spotify:track:2K1PbCQGCS3lM2pFEBCzUl,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9
667,GOBLIN KING,spotify:track:1M4D3aQPxo4ow8lAPBnlHz,0.522,0.942,5,-5.219,0,0.0643,0.00127,0.000128,0.243,0.294,130.032,266769,4,37.87006,11
Genesis,Grimes,spotify:track:4sCYKMatyhazyy6r2N7Hp2,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4,30.57764,11
Rutter: Requiem: III. Pie Jesu,John Rutter,spotify:track:1B4wMxkP9XSGKgyNBf8hFK,0.0769,0.0484,5,-26.768,1,0.0407,0.97,0.116,0.0825,0.0398,77.177,215867,4,45.41805,13
Through Self-Mutilation,Carpathian Forest,spotify:track:3l5MthV6wgxV2pWXU4NCcs,0.23,0.901,11,-7.544,0,0.049,5.03e-05,0.866,0.38,0.447,132.677,179000,4,43.73461,8
Master Key,Harold Burrage,spotify:track:3JaXhR6XTnGpR4nZPmYbUy,0.537,0.436,0,-12.039,0,0.0346,0.351,1.8e-05,0.194,0.632,109.543,175493,4,34.77753,9
Mc Kekel - Quer Andar De Motoca - DJ Merinho,MC Kekel,spotify:track:0bQ1G4NiKsHQMrXnUdD2gu,0.856,0.932,1,-3.702,1,0.604,0.628,0,0.492,0.693,86.536,138223,5,63.08419,6
Purple Grapes - K-Theory Remix,Crazy Daylight,spotify:track:7uDyYo1rqndGZn8Ha8O0H1,0.834,0.791,7,-7.355,1,0.172,0.00336,0.822,0.0564,0.539,103.013,317489,4,24.66912,12
From the Flames,Memoriam,spotify:track:214N6e0ACMIFgI8C2ZseS7,0.525,0.602,6,-15.015,1,0.0466,0.00247,0.572,0.104,0.146,80.057,339493,4,46.31089,12
