Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Insight - 2007 Remaster,Joy Division,spotify:track:29h7LCQx7pMeTBTnhP0ePQ,0.636,0.476,2,-12.582,1,0.0348,0.0211,0.805,0.522,0.164,131.22,266280,4,39.8114,8
Love Talkin',Gene Harris,spotify:track:2wkU6RhV8p4d3ZiKVfll3P,0.327,0.595,2,-13.108,1,0.0352,0.308,0.771,0.104,0.31,133.413,289400,3,21.63592,18
Istmo,Ugo Fusco,spotify:track:3sUTWgDO1OvvISNVyfbXKg,0.498,0.456,8,-15.453,0,0.0419,0.61,0.871,0.188,0.634,122.718,133376,4,38.21802,8
No Sea Que Caigas Mendigando,Contraluz,spotify:track:5KXBdIF94ZxKEXvvnRViWy,0.347,0.51,4,-8.519,1,0.033,0.0326,0.588,0.423,0.443,80.472,236280,4,45.98633,10
Come To The Reunion,Country Joe & The Fish,spotify:track:3wG2iSfDWAESWzjzdjfvR5,0.475,0.897,4,-7.81,0,0.111,0.086,0,0.318,0.517,114.639,187013,4,35.89112,9
Bride of Summer - 2014 Remaster,Jade Warrior,spotify:track:1aZ922R91mGM5T4rcNiDHq,0.361,0.257,7,-12.922,0,0.0281,0.73,0.0354,0.103,0.135,132.57,199733,4,15.78072,8
Gone, Gone, Gone,Carl Perkins,spotify:track:6vAH7XJksUDQmVWoD7NQ5j,0.587,0.719,2,-7.998,1,0.0523,0.692,0.00314,0.138,0.806,172.261,156499,4,30.16198,8
O' Baby (I Believe I'm Losing You),Billy Hawks,spotify:track:6vJCfp5FWFiiLpp8l8azbp,0.698,0.656,0,-12.171,1,0.231,0.288,0,0.0754,0.606,82.589,186853,4,69.79761,7
Summer Days,The Partridge Family,spotify:track:0KKOt7EldAjKW0olUf0oiq,0.548,0.754,10,-8.068,1,0.0355,0.0283,0,0.0673,0.65,140.81,191907,4,28.63862,10
Make The Music Pretty,The Sidewalk Sounds,spotify:track:04ltR77vyPhL6LtAwWY5F6,0.52,0.782,0,-5.769,1,0.0282,0.179,1.7e-05,0.0629,0.963,149.438,100173,4,33.23799,5
Pauvre Lola,Serge Gainsbourg,spotify:track:4jlnZ5KeriIY6e4FPRuejS,0.782,0.434,10,-16.347,0,0.13,0.298,6.9e-05,0.0922,0.81,94.922,148347,4,32.3551,5
Movin',Gene Page,spotify:track:1eyl9PyTKgycLWIONTbltw,0.733,0.888,9,-7.155,0,0.0354,0.0466,0.106,0.0846,0.912,113.689,90001,4,35.09872,5
Lost Someone - Live At The Apollo Theater/1967,James Brown & The Famous Flames,spotify:track:21FGi5eOuf1XBa1VQkgwOd,0.492,0.172,10,-17.311,0,0.11,0.687,0.000107,0.0969,0.454,80.36,617240,3,60.90337,28
Queen Of My Nights,The Blues Magoos,spotify:track:51Xu8xee3mb4Wwim31Y51q,0.39,0.316,7,-11.365,1,0.0308,0.344,3.18e-05,0.0886,0.479,103.05,182373,4,49.54238,9
(If You're Gonna) Break Another Heart,Cass Elliot,spotify:track:21zsJOqm0GrrSsklCAqwvi,0.593,0.662,4,-9.191,0,0.0454,0.126,0,0.104,0.896,81.062,147587,4,26.01343,8
Cocktails,Dennis Wilson,spotify:track:4eDDCaGnWlxPx786jwKmRz,0.287,0.248,5,-15.152,1,0.0283,0.578,0.846,0.0981,0.11,64.536,180373,4,60.0456,7
Be Real,The Kay Gees,spotify:track:4QsTiPj2LmWLHszra73qIP,0.664,0.577,7,-13.167,1,0.0498,0.000614,6.11e-06,0.0805,0.832,124.297,266040,4,59.61967,11
Sinbad,Weldon Irvine,spotify:track:1cZ7NCXlGhz4RTGgLHZ7Ow,0.686,0.633,0,-11.14,1,0.0392,0.626,0.143,0.12,0.709,128.149,382333,4,64.01482,17
Who's Lovin' You,The Jackson 5,spotify:track:1kmwke8FwiWr0GNDDWl4S5,0.38,0.793,7,-4.395,1,0.0713,0.471,0.000422,0.796,0.446,78.022,334373,3,15.79424,12
